Operador,Numero Query,Query,Precision,Recall,F1,NDCG,AVG Precision,AVG Recall,AVG F1,AVG NDCG
Elastic Default,1,what similarity laws must be obeyed when constructing aeroelastic models of heated high speed aircraft . ,0.5,0.5,0.5,0.5532604283649871,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,2,what are the structural and aeroelastic problems associated with flight of high speed aircraft . ,0.3,0.3,0.3,0.5456218364064083,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,4,can a criterion be developed to show empirically the validity of flow solutions for chemically reacting gas mixtures based on the simplifying assumption of instantaneous local chemical equilibrium . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,8,what methods -dash exact or approximate -dash are presently available for predicting body pressures at angle of attack. ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,9,papers on internal /slip flow/ heat transfer studies . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,10,are real-gas transport properties for air available over a wide range of enthalpies and densities . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,12,how can the aerodynamic performance of channel flow ground effect machines be calculated . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,13,what is the basic mechanism of the transonic aileron buzz . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,15,material properties of photoelastic materials . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,18,are experimental pressure distributions on bodies of revolution at angle of attack available . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,22,did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,23,what progress has been made in research on unsteady aerodynamics . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,26,what is a single approximate formula for the displacement thickness of a laminar boundary layer in compressible flow on a flat plate . ,0.1,0.125,0.11111111111111112,0.053401394848451834,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,27,how is the design of ring or part ring wings by linear theory affected by thickness . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,29,what is the effect of cross sectional shape on the flow over simple delta wings with sharp leading edges . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,31,what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio . ,0.1,0.25,0.14285714285714288,0.048117600706874986,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,32,to find an approximate correction for thickness in slender thin-wing theory . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,33,how do interference-free longitudinal stability measurements (made using free-flight models) compare with similar measurements made in a low-blockage wind tunnel . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,34,have wind tunnel interference effects been investigated on a systematic basis . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,35,are there any papers dealing with acoustic wave propagation in reacting gases . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,39,how can one detect transition phenomena in boundary layers . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,40,how can one detect transition phenomena in hypersonic wakes . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,41,has anyone investigated and developed a simple model for the vortex wake behind a cruciform wing . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,49,"can the three-point boundary-value problem for the blasius equation be integrated numerically,  using suitable transformations,  without iteration on the boundary conditions . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,50,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,51,what is the available information pertaining to boundary layers on very slender bodies of revolution in continuum flow (the ?transverse curvature  effect) . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,52,what is the available information pertaining to the effect of slight rarefaction on boundary layer flows (the ?slip? effect) . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,53,"what investigations have been made of the flow field about a body moving through a rarefied,  partially ionized gas in the presence of a magnetic field . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,54,how is the heat transfer downstream of the mass transfer region effected by mass transfer at the nose of a blunted cone . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,55,to what extent can the available information for incompressible boundary layers be applied to problems involving compressible boundary layers . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,56,to what extent can readily available steady-state aerodynamic data be utilized to predict lifting-surface flutter characteristics . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,57,what are the significant steady and non-steady flow characteristics which affect the flutter mechanism . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,58,"is it possible to determine rates of forced convective heat transfer from heated cylinders of non-circular cross-section,  (the fluid flow being along the generators) . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,59,how much is known about boundary layer flows along non-circular cylinders . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,61,does there exist a closed-form expression for the local heat transfer around a yawed cylinder . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,62,"how far around a cylinder and under what conditions of flow,  if any, is the velocity just outside of the boundary layer a linear function of the distance around the cylinder . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,66,can the procedure of matching inner and outer solutions for a viscous flow problem be applied when the main stream is a shear flow . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,67,can series expansions be found for the boundary layer on a flat plate in a shear flow . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,68,what possible techniques are available for computing the injection distribution corresponding to an isothermal transpiration cooled hemisphere . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,69,what is known regarding asymptotic solutions to the exact boundary layer equations . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,71,experimental results on hypersonic viscous interaction . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,72,"what has been done about viscous interactions in relatively low reynolds number flows,  particularly at high mach numbers . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,74,how significant is the possible pressure of a dissociated free stream with respect to the realization of hypersonic simulation in high enthalpy wind tunnels . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,79,have any aerodynamic derivatives been measured at hypersonic mach numbers and comparison been made with theoretical work . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,80,are methods of measuring aerodynamic derivatives available which could be adopted for use in short running time facilities . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,81,what are wind-tunnel corrections for a two-dimensional aerofoil mounted off-centre in a tunnel . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,82,how do kuchemann's and multhopp's methods for calculating lift distributions on swept wings in subsonic flow compare with each other and with experiment . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,83,what is the present state of the theory of quasi-conical flows . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,84,references on the methods available for accurately estimating aerodynamic heat transfer to conical bodies for both laminar and turbulent flow . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,85,what parameters can seriously influence natural transition from laminar to turbulent flow on a model in a wind tunnel . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,86,can a satisfactory experimental technique be developed for measuring oscillatory derivatives on slender sting-mounted models in supersonic wind tunnels . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,87,"what effect has the boundary layer in modifying the basic inviscid flow behind the shock,  neglecting effects of leading edge and corner . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,93,"can methane-air combustion product be used as a hypersonic test medium and predict, within experimental accuracies, the results obtained in air . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,94,what is the theoretical heat transfer rate at the stagnation point of a blunt body . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,95,what is the theoretical heat transfer distribution around a hemisphere . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,97,what information is available for dynamic response of airplanes to gusts  or blasts in the subsonic regime . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,98,will forward or apex located controls be effective at low subsonic speeds and how do they compare with conventional trailing-edge flaps . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,99,"given that an uncontrolled vehicle will tumble as it enters an atmosphere, is it possible to predict when and how it will stop tumbling and its subsequent motion . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,100,what are the effects of initial imperfections on the elastic buckling of cylindrical shells under axial compression . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,101,why does the incremental theory and the deformation theory of plastic stress-strain relationship differ greatly when applied to stability problems . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,102,basic dynamic characteristics of structures continuous over many spans . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,103,is the information on the buckling of sandwich sphere available . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,104,can the load deformation characteristics of a beam be obtained with the material being inelastic and a non uniform temperature being present . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,105,what is the effect of an internal liquid column on the breathing vibrations of a cylindrical shell . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,106,experimental techniques in shell vibration . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,107,in summarizing theoretical and experimental work on the behaviour of a typical aircraft structure in a noise environment is it possible to develop a design procedure . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,108,what data is there on the fatigue of structures under acoustic loading . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,109,panels subjected to aerodynamic heating . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,110,can increasing the edge loading of a plate beyond the critical value for buckling change the buckling mode . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,111,have the effects of an elastic edge restraint been considered in previous papers on panel flutter . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,112,"has the solution of the clamped plate problem,  in the classical theory of bending,  been reduced to two successive membrane boundary value problems . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,113,what data exists on oscillatory aerodynamic forces on control surfaces at transonic mach numbers . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,114,"it is not likely that the airforces on a wing of general planform oscillating in transonic flow can be determined by purely analytical methods . is it possible to determine the airforces on a single particular planform, such as the rectangular one by such method . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,116,what is the magnitude and distribution of lift over the cone and the cylindrical portion of a cone-cylinder configuration . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,118,what are the aerodynamic interference effects on the fin lift and body lift of a fin-body combination . ,0.1,0.3333333333333333,0.15384615384615383,0.16716045496620227,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,119,what is the effect of initial axisymmetric deviations from circularity on the non linear (large-deflection) load-deflection response of cylinders under hydrostatic pressure . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,120,are previous analyses of circumferential thermal buckling of circular cylindrical shells unnecessarily involved or even inaccurate due to the assumed forms of buckling mode . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,121,what papers are there dealing with circumferential buckling either thermal buckling or due to mechanical loading . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,122,what analytical investigations have been made of the stability of conical shells . how do the results compare with experiment . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,123,has any work been done on determining the nature of compressible viscous flow in a straight channel . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,126,thrust vector control by fluid injection -dash papers . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,128,has anyone programmed a pump design method for a high-speed digital computer . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,130,what are the flutter characteristics of the exposed skin panels of the x-15 vertical stabilizer when subjected to aerodynamic heating . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,131,what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,132,theoretical studies of creep buckling . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,133,experimental studies of creep buckling . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,135,what are the experimental results for the creep buckling of columns . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,136,what are the results for the creep buckling of round tubes under external pressure . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,137,have any analytical studies been conducted on the time-to-failure mechanism associated with creep collapse for a long circular cylindrical shell which exhibits both primary and secondary creep as well as elastic deformations under various distributed force systems . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,138,"has the effect of initial stresses,  on the frequencies of vibration of circular cylindrical shells,  been investigated . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,139,"has the effect of the change of initial pressure due to deformation,  on the frequencies of vibration of circular cylindrical shells been investigated . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,140,what are the discontinuity stresses at junctions in pressurized structures . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,141,what analytical solutions are available for stresses in edge-loaded shells of revolution . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,142,what dome contours minimize discontinuity stresses when used as closures on cylindrical pressure vessels . ,0.3,0.3,0.3,0.10890925439202041,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,143,what general solutions for the stresses in pressurized shells of revolution are available . ,0.2,0.2,0.20000000000000004,0.09292910537591793,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,145,what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,146,does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,147,what are the equations which define the stability of simply supported corrugated core sandwich cylinders . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,148,papers on small deflection theory for buckling of sandwich cylinders . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,149,has anyone developed an analysis which accurately establishes the large deflection behaviour of conical shells . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,150,what is the magnitude of second-order wing-body interference at high supersonic mach number . ,0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
Elastic Default,152,"how can the effect of the boundary-layer on wing pressure be calculated, and what is its magnitude . ",0.0,0.0,0,0.0,0.011842105263157895,0.015844298245614036,0.012990007068954437,0.011383820446411555
